"folio_ageb","entidad","alcaldia","localidad","pob","tot_pobres","IDSM","E_IDS_V"
"0900600010363","09","006","0001",5208,3688,0.829661,"Bajo"
"0901200010784","09","012","0001",3835,2769,0.8297406,"Bajo"
"0901500010038","09","015","0001",2764,1961,0.8299255,"Bajo"
"0901700011312","09","017","0001",10051,7201,0.8302152,"Bajo"
"0901000010099","09","010","0001",3768,2796,0.8302181,"Bajo"
"0900600010378","09","006","0001",2327,1589,0.8302693,"Bajo"
"0900700012189","09","007","0001",2333,1707,0.8303158,"Bajo"
"0900600011126","09","006","0001",5717,3990,0.8304356,"Bajo"
"0900700010591","09","007","0001",3794,2806,0.8304371,"Bajo"
"0901301680902","09","013","0168",3,3,0.8304421,"Bajo"
"0901500010184","09","015","0001",6885,5119,0.8304877,"Bajo"
"0900500011881","09","005","0001",2444,1683,0.8306859,"Bajo"
"0900700012884","09","007","0001",3455,2556,0.8307278,"Bajo"
"0901203401231","09","012","0340",6,6,0.8307534,"Bajo"
"0900700011246","09","007","0001",4299,3156,0.8308355,"Bajo"
"0900700015060","09","007","0001",5875,4276,0.8310197,"Bajo"
"0901500011267","09","015","0001",3242,2367,0.8310617,"Bajo"
"0900700011890","09","007","0001",5462,4084,0.8311266,"Bajo"
"0901600011349","09","016","0001",15368,11092,0.8313207,"Bajo"
"0900700013971","09","007","0001",4778,3488,0.8313866,"Bajo"
"0900700011157","09","007","0001",2656,2017,0.831424,"Bajo"
"0901700010282","09","017","0001",3362,2406,0.8314407,"Bajo"
"0901200012282","09","012","0001",4983,3563,0.8314679,"Bajo"
"0901700010102","09","017","0001",2849,2039,0.8314757,"Bajo"
"090050001167A","09","005","0001",7420,5333,0.8314986,"Bajo"
"0900700013844","09","007","0001",1543,1155,0.8315674,"Bajo"
"0901700011276","09","017","0001",2403,1640,0.831747,"Bajo"
"0900901470524","09","009","0147",23,17,0.8317997,"Bajo"
"0901700011295","09","017","0001",4224,2884,0.8318303,"Bajo"
"0900600010414","09","006","0001",3153,2236,0.8318529,"Bajo"
"0901700010901","09","017","0001",1359,907,0.8318552,"Bajo"
"0900500011472","09","005","0001",2796,1926,0.8320739,"Bajo"
"0900700015747","09","007","0001",1964,1521,0.8320984,"Medio"
"0900300010840","09","003","0001",6540,4615,0.832103,"Medio"
"090050001174A","09","005","0001",4958,3614,0.8321727,"Medio"
"0900600010594","09","006","0001",2883,2113,0.8322291,"Medio"
"0900700010252","09","007","0001",3178,2416,0.8322905,"Medio"
"0900700013581","09","007","0001",3918,2770,0.8323464,"Medio"
"0901000012362","09","010","0001",2261,1576,0.8323654,"Medio"
"0900700014734","09","007","0001",11539,8361,0.8323689,"Medio"
"0900500011006","09","005","0001",4604,3393,0.8324061,"Medio"
"0901500010108","09","015","0001",3435,2454,0.83246,"Medio"
"0900500011913","09","005","0001",6816,4810,0.8325493,"Medio"
"0901000012076","09","010","0001",3109,2346,0.8325757,"Medio"
"0900500011716","09","005","0001",3555,2627,0.8325971,"Medio"
"0900700011689","09","007","0001",2767,2047,0.8326415,"Medio"
"0901000012381","09","010","0001",21,17,0.8326647,"Medio"
"0901600011071","09","016","0001",2,1,0.8327984,"Medio"
"0900700014537","09","007","0001",828,627,0.8328037,"Medio"
"0900500013110","09","005","0001",1427,1089,0.8328636,"Medio"
"090170001016A","09","017","0001",1812,1250,0.8329368,"Medio"
"0900500010173","09","005","0001",4459,3261,0.8329661,"Medio"
"0901100010077","09","011","0001",3140,2360,0.8330026,"Medio"
"0900700013859","09","007","0001",2053,1499,0.8330122,"Medio"
"0901500010057","09","015","0001",14,12,0.8330609,"Medio"
"090070001013A","09","007","0001",2865,2166,0.8332037,"Medio"
"0900600010382","09","006","0001",2784,1891,0.8332393,"Medio"
"0901700010070","09","017","0001",3607,2595,0.833253,"Medio"
"0900700014912","09","007","0001",6764,5025,0.8333482,"Medio"
"0900500012220","09","005","0001",5225,3596,0.8333601,"Medio"
"0901000010313","09","010","0001",5372,4203,0.8334666,"Medio"
"0901204171231","09","012","0417",4,1,0.8336028,"Medio"
"0900700013774","09","007","0001",3448,2479,0.8337042,"Medio"
"0900500011330","09","005","0001",5107,3710,0.8337253,"Medio"
"0901200011316","09","012","0001",6857,4817,0.8337296,"Medio"
"0901300010300","09","013","0001",874,611,0.8339244,"Medio"
"0901500011233","09","015","0001",9208,6352,0.8341436,"Medio"
"090070001440A","09","007","0001",1399,1024,0.8342649,"Medio"
"0900700013717","09","007","0001",2256,1688,0.8342792,"Medio"
"0900500013337","09","005","0001",3010,2168,0.8342929,"Medio"
"0900700014306","09","007","0001",1791,1243,0.8344265,"Medio"
"0901000011330","09","010","0001",8001,5578,0.8345271,"Medio"
"0900800010156","09","008","0001",3768,2820,0.8345362,"Medio"
"0901302100902","09","013","0210",29,21,0.8345884,"Medio"
"0900700015766","09","007","0001",2043,1559,0.8346716,"Medio"
"0901700010668","09","017","0001",3060,2065,0.8347099,"Medio"
"0900300010963","09","003","0001",6376,4504,0.8348018,"Medio"
"0901000011627","09","010","0001",5688,4150,0.8348309,"Medio"
"0901000011773","09","010","0001",4622,3339,0.8348881,"Medio"
"0901700010174","09","017","0001",2213,1515,0.8348891,"Medio"
"0900600010626","09","006","0001",1960,1458,0.834896,"Medio"
"0901000010900","09","010","0001",2360,1665,0.8350116,"Medio"
"0900700010144","09","007","0001",1847,1396,0.8351219,"Medio"
"090030001022A","09","003","0001",8548,5700,0.8351614,"Medio"
"0900700011354","09","007","0001",5412,3810,0.8351836,"Medio"
"0900800010298","09","008","0001",2255,1639,0.8352156,"Medio"
"0901600010497","09","016","0001",8343,5850,0.8352775,"Medio"
"0901700010117","09","017","0001",3263,2291,0.8353186,"Medio"
"0900500010188","09","005","0001",4385,3121,0.8354478,"Medio"
"0901000011650","09","010","0001",4606,3452,0.8354486,"Medio"
"090160001132A","09","016","0001",2854,2109,0.8355235,"Medio"
"0901500010998","09","015","0001",2143,1237,0.8355701,"Medio"
"0900500011453","09","005","0001",4240,2793,0.8356642,"Medio"
"0901100010414","09","011","0001",1706,1278,0.8359566,"Medio"
"0901300011224","09","013","0001",6650,4480,0.8360261,"Medio"
"0900600010518","09","006","0001",5286,3654,0.8361413,"Medio"
"0900700015889","09","007","0001",2187,1592,0.8362594,"Medio"
"090160001036A","09","016","0001",3229,2310,0.8362722,"Medio"
"0901000012269","09","010","0001",1788,1066,0.8363191,"Medio"
"0900500010455","09","005","0001",4037,2869,0.8363615,"Medio"
"0900600010433","09","006","0001",2712,1914,0.836384,"Medio"
"0900500013093","09","005","0001",11976,8843,0.8363994,"Medio"
"0900600010344","09","006","0001",3893,2740,0.8364121,"Medio"
"090110001026A","09","011","0001",2077,1441,0.8364569,"Medio"
"0900700013967","09","007","0001",3609,2506,0.8364814,"Medio"
"0901600011118","09","016","0001",6051,4177,0.8365618,"Medio"
"0901700011030","09","017","0001",3089,2273,0.8366278,"Medio"
"0901700010507","09","017","0001",2143,1415,0.836673,"Medio"
"0900700010178","09","007","0001",2919,2088,0.8366889,"Medio"
"0901100811198","09","011","0081",65,47,0.8367847,"Medio"
"0900500013163","09","005","0001",1896,1393,0.8369687,"Medio"
"0901000011792","09","010","0001",3111,2255,0.8370373,"Medio"
"0901700010278","09","017","0001",2170,1584,0.8370656,"Medio"
"0900700011621","09","007","0001",4363,3008,0.8371116,"Medio"
"0901000011684","09","010","0001",5342,3700,0.8371698,"Medio"
"0900500010830","09","005","0001",4476,3144,0.8372102,"Medio"
"0901700010051","09","017","0001",3560,2475,0.8372421,"Medio"
"0900300011158","09","003","0001",8791,6293,0.8372731,"Medio"
"0901500010610","09","015","0001",10207,7005,0.837346,"Medio"
"0900700011250","09","007","0001",3027,2085,0.8373554,"Medio"
"0900700010040","09","007","0001",3832,2717,0.837391,"Medio"
"0901100010217","09","011","0001",5860,4223,0.8374507,"Medio"
"0901500011055","09","015","0001",2293,1539,0.8375561,"Medio"
"0901100010984","09","011","0001",4071,3000,0.8375726,"Medio"
"0901000012184","09","010","0001",1950,1362,0.8376009,"Medio"
"0900700012812","09","007","0001",3534,2532,0.8376067,"Medio"
"0901700010085","09","017","0001",2858,2006,0.8376095,"Medio"
"0900500012108","09","005","0001",3670,2522,0.8378717,"Medio"
"0900500011951","09","005","0001",2921,2070,0.8379573,"Medio"
"0900500010192","09","005","0001",5473,4038,0.8380128,"Medio"
"0900200010561","09","002","0001",3407,2411,0.8380492,"Medio"
"090160001004A","09","016","0001",7107,4893,0.8380888,"Medio"
"0901000011788","09","010","0001",4184,3182,0.8381455,"Medio"
"0900500011307","09","005","0001",13097,9323,0.8383192,"Medio"
"0900300010431","09","003","0001",5131,3567,0.8384079,"Medio"
"0900700011000","09","007","0001",5158,3719,0.8386068,"Medio"
"0900700015287","09","007","0001",2348,1544,0.8386348,"Medio"
"0900700015535","09","007","0001",3958,2830,0.8386934,"Medio"
"0900500010563","09","005","0001",3471,2502,0.8387081,"Medio"
"0900200010167","09","002","0001",3027,2215,0.8387106,"Medio"
"0900700014556","09","007","0001",1063,808,0.8387505,"Medio"
"0900800010349","09","008","0001",9503,6722,0.8389006,"Medio"
"0901200011439","09","012","0001",3689,2616,0.8389388,"Medio"
"0901000010544","09","010","0001",2457,1686,0.8391664,"Medio"
"0901500011040","09","015","0001",5002,3394,0.8392032,"Medio"
"0901600010247","09","016","0001",9765,6803,0.8393701,"Medio"
"0900700013825","09","007","0001",3392,2375,0.8394897,"Medio"
"0900700010322","09","007","0001",4489,3060,0.8394996,"Medio"
"0900400010053","09","004","0001",6384,4485,0.8395089,"Medio"
"0901100010039","09","011","0001",6703,4745,0.8395177,"Medio"
"0901100010363","09","011","0001",2654,1966,0.8395419,"Medio"
"0901100240749","09","011","0024",306,234,0.8396969,"Medio"
"0900600010791","09","006","0001",1782,1221,0.839752,"Medio"
"0900500010440","09","005","0001",4942,3495,0.8398526,"Medio"
"0901700010545","09","017","0001",3501,2349,0.8398571,"Medio"
"0900200010928","09","002","0001",1790,1369,0.8400075,"Medio"
"0900500011769","09","005","0001",5422,3741,0.8400197,"Medio"
"0900700011015","09","007","0001",6310,4404,0.8400336,"Medio"
"0901700010013","09","017","0001",5083,3657,0.8400558,"Medio"
"0900500010987","09","005","0001",2670,1845,0.8400686,"Medio"
"0900200010580","09","002","0001",4124,2899,0.8400905,"Medio"
"0901200012136","09","012","0001",4644,3207,0.840135,"Medio"
"0900700015817","09","007","0001",504,398,0.8401499,"Medio"
"0900500010597","09","005","0001",4565,3282,0.8402022,"Medio"
"0901500010112","09","015","0001",2209,1528,0.8402426,"Medio"
"0900300011124","09","003","0001",5562,3598,0.8404231,"Medio"
"0901600010463","09","016","0001",3968,2583,0.8404865,"Medio"
"0900700013740","09","007","0001",4423,3098,0.840559,"Medio"
"0901000010741","09","010","0001",3223,2274,0.8407129,"Medio"
"0900200010237","09","002","0001",7062,4976,0.8407496,"Medio"
"0900500011379","09","005","0001",5417,3787,0.8408161,"Medio"
"0900600010611","09","006","0001",5414,3746,0.8408432,"Medio"
"0901000010309","09","010","0001",3673,2560,0.841021,"Medio"
"0900300011425","09","003","0001",6691,4578,0.8410712,"Medio"
"0901500010150","09","015","0001",1517,1058,0.841143,"Medio"
"0901100010448","09","011","0001",1580,1120,0.8411435,"Medio"
"0900200010650","09","002","0001",6391,4615,0.841226,"Medio"
"090160001050A","09","016","0001",4689,3204,0.8413115,"Medio"
"0900500011877","09","005","0001",2624,1844,0.8413202,"Medio"
"0900600010645","09","006","0001",2118,1507,0.8413844,"Medio"
"0901000011434","09","010","0001",5515,4021,0.8414253,"Medio"
"090060001065A","09","006","0001",2001,1402,0.8414514,"Medio"
"090170001055A","09","017","0001",5300,3590,0.8414636,"Medio"
"0900700011265","09","007","0001",3896,2700,0.8415056,"Medio"
"0901100011427","09","011","0001",5274,3894,0.8415469,"Medio"
"0901200010799","09","012","0001",3420,2385,0.8416746,"Medio"
"0901500011252","09","015","0001",5205,3560,0.8418038,"Medio"
"0901700010263","09","017","0001",1784,1238,0.8418352,"Medio"
"090110001040A","09","011","0001",1645,1228,0.8418413,"Medio"
"090070001472A","09","007","0001",5490,3958,0.8419528,"Medio"
"0900700011301","09","007","0001",4025,2803,0.8420126,"Medio"
"0900500012201","09","005","0001",4381,2966,0.8422315,"Medio"
"0900500012292","09","005","0001",4219,3003,0.8423111,"Medio"
"0901000012095","09","010","0001",5568,3781,0.8423603,"Medio"
"0900200010576","09","002","0001",3145,2200,0.8423692,"Medio"
"0900600010537","09","006","0001",4097,2851,0.8425304,"Medio"
"090100001014A","09","010","0001",4152,2815,0.8426782,"Medio"
"0900700012507","09","007","0001",2165,1613,0.8427593,"Medio"
"090170001009A","09","017","0001",4469,3071,0.8427949,"Medio"
"0900700010360","09","007","0001",5199,3465,0.8428581,"Medio"
"0900700011142","09","007","0001",3194,2413,0.8429456,"Medio"
"0900500012061","09","005","0001",3122,2159,0.8431666,"Medio"
"0901200012193","09","012","0001",5694,3832,0.8432149,"Medio"
"090060001019A","09","006","0001",2168,1496,0.8432319,"Medio"
"0900500013290","09","005","0001",4619,3285,0.8432531,"Medio"
"0900200010398","09","002","0001",4197,2915,0.8432801,"Medio"
"0901500011144","09","015","0001",7785,5329,0.8433351,"Medio"
"0900700015145","09","007","0001",4453,3095,0.8433395,"Medio"
"0901700010526","09","017","0001",4800,3140,0.8433425,"Medio"
"0901500011159","09","015","0001",4188,2853,0.8433721,"Medio"
"0900600010471","09","006","0001",3480,2464,0.8433803,"Medio"
"0901300010334","09","013","0001",6016,4040,0.843412,"Medio"
"0900200010222","09","002","0001",6867,4562,0.8434894,"Medio"
"0901200010619","09","012","0001",3389,2440,0.8435652,"Medio"
"0900500011970","09","005","0001",5854,4235,0.8436272,"Medio"
"0901200010623","09","012","0001",3246,2261,0.8437672,"Medio"
"0900800010207","09","008","0001",5181,3651,0.8438928,"Medio"
"0900200010114","09","002","0001",9624,6936,0.8440428,"Medio"
"0900500011932","09","005","0001",3935,2745,0.8440767,"Medio"
"090170001030A","09","017","0001",3457,2326,0.8440786,"Medio"
"0900500011839","09","005","0001",4311,2855,0.8441194,"Medio"
"0900500010402","09","005","0001",5788,3925,0.8441342,"Medio"
"0901200011462","09","012","0001",10852,7366,0.8441694,"Medio"
"0900700010021","09","007","0001",7461,5110,0.8443252,"Medio"
"0900700015003","09","007","0001",3631,2588,0.8443628,"Medio"
"0901000011078","09","010","0001",5748,4047,0.8444608,"Medio"
"090120001091A","09","012","0001",3935,2630,0.8444622,"Medio"
"0900500012470","09","005","0001",5360,3740,0.8446345,"Medio"
"0900200010557","09","002","0001",4458,2941,0.8448752,"Medio"
"0900600010077","09","006","0001",4491,3119,0.8449074,"Medio"
"0900700013702","09","007","0001",2647,1934,0.8449643,"Medio"
"0901000010578","09","010","0001",6908,4841,0.84507,"Medio"
"0900500011754","09","005","0001",5196,3423,0.8450751,"Medio"
"090070001255A","09","007","0001",4856,3396,0.8450801,"Medio"
"0900200010203","09","002","0001",5460,3971,0.8451891,"Medio"
"0900600010556","09","006","0001",4781,3375,0.8453407,"Medio"
"0901700011191","09","017","0001",2641,1769,0.84535,"Medio"
"0900700011227","09","007","0001",5151,3554,0.8453614,"Medio"
"0901700011204","09","017","0001",2972,2013,0.845547,"Medio"
"0901500010131","09","015","0001",2571,1776,0.8455669,"Medio"
"0901100010096","09","011","0001",3451,2498,0.8457156,"Medio"
"0900600010310","09","006","0001",9827,6531,0.8458164,"Medio"
"090040001027A","09","004","0001",4509,3174,0.8458331,"Medio"
"0901200010869","09","012","0001",4585,3146,0.8458842,"Medio"
"0900600010448","09","006","0001",2562,1785,0.8459561,"Medio"
"090070001554A","09","007","0001",2643,1750,0.8460124,"Medio"
"090170001062A","09","017","0001",1977,1295,0.8460571,"Medio"
"0900300010573","09","003","0001",12668,8367,0.8460592,"Medio"
"090130001025A","09","013","0001",3412,2371,0.8460618,"Medio"
"0901700010403","09","017","0001",2328,1599,0.8461187,"Medio"
"0901200011119","09","012","0001",4820,3376,0.8461623,"Medio"
"0900200010133","09","002","0001",7166,5019,0.8463856,"Medio"
"0900700015906","09","007","0001",3744,2650,0.8463893,"Medio"
"0901700010564","09","017","0001",3574,2346,0.8464869,"Medio"
"0901500011290","09","015","0001",4881,3274,0.8465035,"Medio"
"0900700015802","09","007","0001",463,358,0.8465244,"Medio"
"0901600010251","09","016","0001",8052,5510,0.8465592,"Medio"
"0900700011299","09","007","0001",3404,2362,0.8465663,"Medio"
"0901700010653","09","017","0001",4195,2766,0.8466606,"Medio"
"0901200011123","09","012","0001",3884,2591,0.8466851,"Medio"
"090130001064A","09","013","0001",3108,2184,0.8468536,"Medio"
"0901300010442","09","013","0001",4354,2812,0.8468997,"Medio"
"090150001017A","09","015","0001",5162,3659,0.8469118,"Medio"
"0901100011465","09","011","0001",4468,3089,0.847029,"Medio"
"0901600011090","09","016","0001",4007,2757,0.8471509,"Medio"
"0901202621246","09","012","0262",5,5,0.8471795,"Medio"
"0900500011735","09","005","0001",5762,3805,0.8472943,"Medio"
"0901100010626","09","011","0001",3808,2603,0.8473478,"Medio"
"0901500011407","09","015","0001",2242,1463,0.8473545,"Medio"
"090150001095A","09","015","0001",721,480,0.8473948,"Medio"
"0900500011523","09","005","0001",5428,3652,0.8474332,"Medio"
"090170001087A","09","017","0001",4418,3116,0.847434,"Medio"
"0900500012822","09","005","0001",3759,2695,0.8475372,"Medio"
"0901100010359","09","011","0001",2234,1597,0.8475779,"Medio"
"0901300010298","09","013","0001",10232,6591,0.8476238,"Medio"
"0901100011253","09","011","0001",2567,1846,0.8477203,"Medio"
"0900700015713","09","007","0001",3329,2255,0.847732,"Medio"
"0900800010141","09","008","0001",4690,3266,0.8477616,"Medio"
"0901500010517","09","015","0001",8301,5696,0.8480811,"Medio"
"0900500011383","09","005","0001",3999,2696,0.8482143,"Medio"
"0901000012235","09","010","0001",2771,1896,0.8482648,"Medio"
"0900600010024","09","006","0001",5098,3520,0.8483107,"Medio"
"0900500012080","09","005","0001",2128,1430,0.8483847,"Medio"
"0900200010330","09","002","0001",2219,1626,0.8485023,"Medio"
"0901000011913","09","010","0001",3951,2783,0.8488207,"Medio"
"0900700015709","09","007","0001",2884,2053,0.8488369,"Medio"
"0901300010550","09","013","0001",3152,2176,0.8488885,"Medio"
"090120001013A","09","012","0001",3235,2220,0.8490052,"Medio"
"0900600010043","09","006","0001",5202,3428,0.8490233,"Medio"
"0901100011361","09","011","0001",4832,3318,0.8490743,"Medio"
"0901100011287","09","011","0001",1920,1376,0.8491516,"Medio"
"0900800010264","09","008","0001",5075,3361,0.8491786,"Medio"
"0900400010373","09","004","0001",12878,8671,0.8491831,"Medio"
"0901200011000","09","012","0001",1750,1134,0.8492105,"Medio"
"0900200011019","09","002","0001",1673,1058,0.8492821,"Medio"
"0900500012076","09","005","0001",2915,1954,0.8493355,"Medio"
"0900700015272","09","007","0001",3306,2220,0.8496872,"Medio"
"0901100010325","09","011","0001",3650,2558,0.8497943,"Medio"
"090150001113A","09","015","0001",8908,5919,0.8498775,"Medio"
"0900500010224","09","005","0001",2967,2101,0.849908,"Medio"
"0900600010132","09","006","0001",4268,2879,0.8500005,"Medio"
"0901000010031","09","010","0001",3381,2268,0.8500909,"Medio"
"0900500011665","09","005","0001",4944,3362,0.8501958,"Medio"
"0901500010042","09","015","0001",2869,1868,0.8502986,"Medio"
"0901300010211","09","013","0001",4459,2866,0.8503129,"Medio"
"0900700014503","09","007","0001",4047,2914,0.8504727,"Medio"
"0900500010559","09","005","0001",2550,1685,0.8505607,"Medio"
"0901500010095","09","015","0001",3621,2443,0.8505999,"Medio"
"0901500010432","09","015","0001",135,90,0.8506002,"Medio"
"0901600011334","09","016","0001",3120,2135,0.8506525,"Medio"
"0900600010541","09","006","0001",3521,2393,0.8506585,"Medio"
"0900600010293","09","006","0001",5488,3644,0.8507341,"Medio"
"0901600011315","09","016","0001",1504,1068,0.850808,"Medio"
"0901100010433","09","011","0001",2464,1722,0.850845,"Medio"
"0901100010344","09","011","0001",1207,830,0.8509731,"Medio"
"0900500012945","09","005","0001",4567,3185,0.8510004,"Medio"
"0900200010788","09","002","0001",2409,1565,0.8510607,"Medio"
"0900700013647","09","007","0001",2416,1540,0.8510985,"Medio"
"0901200010905","09","012","0001",4494,2930,0.8511447,"Medio"
"0901300011046","09","013","0001",2084,1264,0.8513569,"Medio"
"0900200010190","09","002","0001",8807,5971,0.8514172,"Medio"
"0900700013897","09","007","0001",3925,2720,0.8516634,"Medio"
"0901700010314","09","017","0001",3376,2319,0.8517538,"Medio"
"090060001072A","09","006","0001",2464,1749,0.8517743,"Medio"
"0901100010382","09","011","0001",1049,715,0.8517861,"Medio"
"0901700011261","09","017","0001",3548,2278,0.8518711,"Medio"
"0900700013670","09","007","0001",4113,2802,0.8518927,"Medio"
"0900600011018","09","006","0001",2101,1460,0.8519948,"Medio"
"0900700015893","09","007","0001",5763,4050,0.8520032,"Medio"
"0900800010103","09","008","0001",5640,3955,0.8520437,"Medio"
"0901700011242","09","017","0001",3957,2537,0.8521524,"Medio"
"0901101570471","09","011","0157",10,9,0.8522118,"Medio"
"0901000011947","09","010","0001",4275,2804,0.8522797,"Medio"
"0900700013562","09","007","0001",1790,1196,0.8524894,"Medio"
"0900700014382","09","007","0001",2176,1553,0.8526444,"Medio"
"0900500010370","09","005","0001",3042,2021,0.8528031,"Medio"
"0900500010436","09","005","0001",4264,2944,0.8528306,"Medio"
"0901500010019","09","015","0001",4217,2806,0.8528703,"Medio"
"090150001070A","09","015","0001",1424,879,0.8529768,"Medio"
"0900500011985","09","005","0001",6488,4543,0.8529973,"Medio"
"0900600010202","09","006","0001",5781,3832,0.8530904,"Medio"
"0900600010522","09","006","0001",3360,2221,0.8531004,"Medio"
"0901600011141","09","016","0001",3421,2179,0.8531839,"Medio"
"0900700013990","09","007","0001",3590,2537,0.8531857,"Medio"
"0901500010767","09","015","0001",209,136,0.8531892,"Medio"
"0900700014113","09","007","0001",2019,1372,0.8531938,"Medio"
"0900600011075","09","006","0001",2864,2002,0.8532701,"Medio"
"0901200012189","09","012","0001",5254,3448,0.8534073,"Medio"
"090070001419A","09","007","0001",3303,2299,0.8535219,"Medio"
"0900800010230","09","008","0001",4222,2767,0.8536031,"Medio"
"0900700015643","09","007","0001",829,618,0.8536499,"Medio"
"0901300011120","09","013","0001",2493,1729,0.8537793,"Medio"
"0900500012165","09","005","0001",1006,720,0.853833,"Medio"
"090100001092A","09","010","0001",2473,1653,0.8539084,"Medio"
"0900700010568","09","007","0001",5750,3643,0.8539371,"Medio"
"0900903620524","09","009","0362",13,9,0.8539706,"Medio"
"0900500011449","09","005","0001",2707,1745,0.8540671,"Medio"
"0901700010244","09","017","0001",2157,1435,0.8541607,"Medio"
"0901700011219","09","017","0001",2393,1544,0.8542211,"Medio"
"0901700011238","09","017","0001",3418,2204,0.8542416,"Medio"
"0900600010768","09","006","0001",1997,1294,0.8542867,"Medio"
"0901700010530","09","017","0001",1832,1170,0.85434,"Medio"
"0901300010565","09","013","0001",2924,2002,0.8544016,"Medio"
"0900600011179","09","006","0001",8140,5335,0.8546218,"Medio"
"0900500011773","09","005","0001",4560,3014,0.854682,"Medio"
"0900500012273","09","005","0001",5011,3397,0.8546916,"Medio"
"0901000010455","09","010","0001",3137,2181,0.8547277,"Medio"
"0901100010378","09","011","0001",2153,1611,0.854758,"Medio"
"0901500010625","09","015","0001",1465,1022,0.8548641,"Medio"
"0901700011187","09","017","0001",2431,1565,0.854956,"Medio"
"0901700010259","09","017","0001",1581,1070,0.8550107,"Medio"
"0900700015484","09","007","0001",4144,2351,0.8550118,"Medio"
"0901200011566","09","012","0001",301,202,0.8550941,"Medio"
"0901600011156","09","016","0001",8448,5303,0.855418,"Medio"
"0900700015605","09","007","0001",4135,2758,0.8554273,"Medio"
"0900700013558","09","007","0001",1449,926,0.8554401,"Medio"
"0901200010318","09","012","0001",3568,2424,0.8555601,"Medio"
"0901700010634","09","017","0001",3865,2482,0.8557059,"Medio"
"0901200011161","09","012","0001",5892,3876,0.8558264,"Medio"
"090070001141A","09","007","0001",4034,2695,0.8559241,"Medio"
"0901500010023","09","015","0001",4838,3191,0.8559724,"Medio"
"0900500012057","09","005","0001",2671,1774,0.8559835,"Medio"
"0900400010119","09","004","0001",6306,4116,0.8560822,"Medio"
"0901200010820","09","012","0001",3248,2079,0.8560845,"Medio"
"0900200010487","09","002","0001",4144,2647,0.8561703,"Medio"
"090160001082A","09","016","0001",2178,1456,0.8562981,"Medio"
"0901300010230","09","013","0001",2898,1909,0.8564062,"Medio"
"0901200010163","09","012","0001",3209,2078,0.8564187,"Medio"
"0901500010502","09","015","0001",8767,5713,0.856595,"Medio"
"0901700010780","09","017","0001",4320,2768,0.8565964,"Medio"
"0901700011223","09","017","0001",3569,2315,0.8566543,"Medio"
"090100001060A","09","010","0001",2645,1732,0.8567225,"Medio"
"0901700010456","09","017","0001",2624,1745,0.8567686,"Medio"
"0900600010109","09","006","0001",6297,4141,0.8567842,"Medio"
"0900400010195","09","004","0001",9594,6326,0.8568019,"Medio"
"0901300010917","09","013","0001",1726,1060,0.8569096,"Medio"
"0901700011007","09","017","0001",2274,1519,0.8570233,"Medio"
"0901100010058","09","011","0001",4040,2666,0.8575193,"Medio"
"0900700014325","09","007","0001",1665,1081,0.8576031,"Medio"
"0901203541231","09","012","0354",80,57,0.8577031,"Medio"
"0901500011036","09","015","0001",6421,4080,0.8578407,"Medio"
"0901000011966","09","010","0001",3134,2072,0.8578582,"Medio"
"0900700010036","09","007","0001",10182,6661,0.8579115,"Medio"
"0901100011268","09","011","0001",4896,3136,0.857932,"Medio"
"0901400010967","09","014","0001",681,421,0.8579583,"Medio"
"0900700015910","09","007","0001",3652,2493,0.858066,"Medio"
"0901700010672","09","017","0001",3876,2473,0.8581157,"Medio"
"0901200012367","09","012","0001",22,11,0.8581313,"Medio"
"0900500011858","09","005","0001",2049,1351,0.8581648,"Medio"
"0900600010359","09","006","0001",6449,4229,0.8581747,"Medio"
"0901600010105","09","016","0001",5059,3272,0.8582143,"Medio"
"0901700010193","09","017","0001",1475,910,0.8582324,"Medio"
"0900700011960","09","007","0001",3697,2427,0.8584438,"Medio"
"0901300010014","09","013","0001",6391,4132,0.8585283,"Medio"
"0900902940539","09","009","0294",7,7,0.8585711,"Medio"
"0901700011172","09","017","0001",2434,1526,0.858641,"Medio"
"0901200010835","09","012","0001",2331,1503,0.8588306,"Medio"
"0901300010226","09","013","0001",1893,1239,0.8588851,"Medio"
"0900500011434","09","005","0001",1674,1040,0.8588941,"Medio"
"0900700011053","09","007","0001",7225,4863,0.8589476,"Medio"
"090160001011A","09","016","0001",4977,3306,0.8592041,"Medio"
"0900600010058","09","006","0001",3887,2479,0.8594287,"Medio"
"0900700010483","09","007","0001",6627,4159,0.8594419,"Medio"
"0900400010123","09","004","0001",6021,3842,0.8597842,"Medio"
"0901700010189","09","017","0001",1647,1069,0.8599428,"Medio"
"0901201141231","09","012","0114",11,7,0.860213,"Medio"
"0900500012907","09","005","0001",5061,3340,0.8603565,"Medio"
"0901500011515","09","015","0001",3589,2188,0.8606954,"Medio"
"0900700014397","09","007","0001",1629,1192,0.8607976,"Medio"
"0901500010080","09","015","0001",7816,4884,0.8608745,"Medio"
"0901300010122","09","013","0001",3209,2042,0.8608778,"Medio"
"0901000010084","09","010","0001",2463,1558,0.8608953,"Medio"
"0900200010665","09","002","0001",7654,5133,0.8609046,"Medio"
"0901500010165","09","015","0001",5145,3115,0.861149,"Medio"
"0900500012235","09","005","0001",3970,2541,0.8611898,"Medio"
"090060001001A","09","006","0001",5927,3882,0.8613577,"Medio"
"0900200010218","09","002","0001",4121,2674,0.8615022,"Medio"
"0901500010714","09","015","0001",2590,1487,0.8615354,"Medio"
