"folio_ageb","entidad","alcaldia","localidad","pob","tot_pobres","IDSM","E_IDS_V"
"0900700012193","09","007","0001",2571,2018,0.8063682,"Bajo"
"0900500010667","09","005","0001",5437,4344,0.8064102,"Bajo"
"0900700014058","09","007","0001",3201,2532,0.8064187,"Bajo"
"0900902280100","09","009","0228",12,12,0.8064344,"Bajo"
"0900500010811","09","005","0001",4356,3431,0.8064993,"Bajo"
"0900500010205","09","005","0001",6286,4955,0.8065896,"Bajo"
"0900500011152","09","005","0001",3637,2774,0.8066242,"Bajo"
"0900700010977","09","007","0001",6936,5306,0.8066558,"Bajo"
"0901000012108","09","010","0001",3849,3148,0.8066891,"Bajo"
"0901203421231","09","012","0342",10,10,0.8068024,"Bajo"
"090050001135A","09","005","0001",6174,4736,0.806803,"Bajo"
"0900600010170","09","006","0001",1994,1475,0.8068153,"Bajo"
"0901100010185","09","011","0001",4345,3375,0.8068177,"Bajo"
"0900904030539","09","009","0403",6,5,0.8068647,"Bajo"
"0900500011133","09","005","0001",6071,4619,0.806956,"Bajo"
"0900500010050","09","005","0001",9985,7815,0.8070719,"Bajo"
"0900300010978","09","003","0001",7995,6032,0.8070776,"Bajo"
"0901100011446","09","011","0001",3546,2843,0.8071184,"Bajo"
"0901300010508","09","013","0001",6759,5005,0.8071462,"Bajo"
"0900500010332","09","005","0001",5584,4414,0.8071628,"Bajo"
"0901000011646","09","010","0001",4712,3748,0.8073931,"Bajo"
"0900700013030","09","007","0001",5665,4368,0.8074021,"Bajo"
"0901200010322","09","012","0001",4788,3619,0.8074068,"Bajo"
"0901000010489","09","010","0001",3729,2811,0.8076204,"Bajo"
"0901100010202","09","011","0001",3985,3161,0.8076385,"Bajo"
"0901300010601","09","013","0001",5793,4458,0.8076972,"Bajo"
"090150001049A","09","015","0001",1707,1172,0.8077296,"Bajo"
"090110001147A","09","011","0001",4269,3356,0.8078166,"Bajo"
"090170001023A","09","017","0001",1879,1412,0.807822,"Bajo"
"0901200011195","09","012","0001",5242,4012,0.8078585,"Bajo"
"0901200011640","09","012","0001",7373,5441,0.8080015,"Bajo"
"0901100010132","09","011","0001",5320,4152,0.8080956,"Bajo"
"090070001401A","09","007","0001",2875,2166,0.808471,"Bajo"
"0900500013271","09","005","0001",4250,3403,0.8085246,"Bajo"
"090110011072A","09","011","0011",4704,3779,0.8086225,"Bajo"
"0900300010643","09","003","0001",8487,6498,0.8086442,"Bajo"
"0901500010860","09","015","0001",1565,1064,0.8087879,"Bajo"
"090070001337A","09","007","0001",7449,5912,0.8088409,"Bajo"
"0901000010332","09","010","0001",4665,3677,0.8088557,"Bajo"
"0901700010047","09","017","0001",3832,2825,0.8088835,"Bajo"
"0900700014946","09","007","0001",5339,4111,0.8089389,"Bajo"
"0901300011050","09","013","0001",4124,3056,0.8089469,"Bajo"
"0901700011280","09","017","0001",3666,2741,0.8089648,"Bajo"
"0900400620157","09","004","0062",29,21,0.809037,"Bajo"
"0901000010116","09","010","0001",4108,3181,0.8091563,"Bajo"
"0900700011369","09","007","0001",6244,4657,0.8091849,"Bajo"
"0901700010827","09","017","0001",3991,3046,0.8092741,"Bajo"
"0901000010046","09","010","0001",5283,4143,0.8094071,"Bajo"
"0900500012485","09","005","0001",6128,4713,0.8094773,"Bajo"
"0900700014999","09","007","0001",3385,2626,0.8095829,"Bajo"
"0901100011094","09","011","0001",544,432,0.8096617,"Bajo"
"0900500011542","09","005","0001",5097,3952,0.8097563,"Bajo"
"090100001181A","09","010","0001",5294,3953,0.8098044,"Bajo"
"0901300011188","09","013","0001",6147,4722,0.8098565,"Bajo"
"0900900110416","09","009","0011",3218,2543,0.8098742,"Bajo"
"0900300011001","09","003","0001",6465,4821,0.8098783,"Bajo"
"0900200010595","09","002","0001",5045,3861,0.8098988,"Bajo"
"0900500010417","09","005","0001",5113,3795,0.8099437,"Bajo"
"0901000011805","09","010","0001",3570,2755,0.8099746,"Bajo"
"090070001433A","09","007","0001",4005,3078,0.8100106,"Bajo"
"0900400010072","09","004","0001",2784,2183,0.8101131,"Bajo"
"0900200010612","09","002","0001",4310,3354,0.8101195,"Bajo"
"090100001167A","09","010","0001",7931,6102,0.8102297,"Bajo"
"0901100010289","09","011","0001",3168,2394,0.810353,"Bajo"
"0900700012988","09","007","0001",7485,5650,0.8103834,"Bajo"
"0901700010437","09","017","0001",3832,2904,0.8103876,"Bajo"
"0900700010765","09","007","0001",3419,2712,0.8106837,"Bajo"
"0900500010084","09","005","0001",3386,2728,0.8107165,"Bajo"
"0900901870524","09","009","0187",177,127,0.8107347,"Bajo"
"0901200010515","09","012","0001",4281,3179,0.8107925,"Bajo"
"0901300010599","09","013","0001",1579,1163,0.810831,"Bajo"
"0900300011228","09","003","0001",2253,1646,0.8108466,"Bajo"
"0900902580100","09","009","0258",10,8,0.8110078,"Bajo"
"0900300011393","09","003","0001",2773,2064,0.8110746,"Bajo"
"090030001061A","09","003","0001",10377,7909,0.811107,"Bajo"
"0900700011693","09","007","0001",1994,1523,0.8111302,"Bajo"
"0901000010421","09","010","0001",5443,4253,0.8111851,"Bajo"
"0900500012288","09","005","0001",7019,5147,0.8112479,"Bajo"
"0901700010028","09","017","0001",4813,3747,0.8114084,"Bajo"
"0900700012600","09","007","0001",4652,3478,0.8114801,"Bajo"
"0900600010607","09","006","0001",7042,5292,0.8115871,"Bajo"
"0901000010493","09","010","0001",4588,3452,0.8116008,"Bajo"
"0901201231246","09","012","0123",5,5,0.811695,"Bajo"
"0901700010583","09","017","0001",3046,2139,0.8119469,"Bajo"
"0900700011674","09","007","0001",3219,2486,0.811949,"Bajo"
"0900600010700","09","006","0001",3659,2850,0.8119566,"Bajo"
"0900700015840","09","007","0001",755,626,0.8120987,"Bajo"
"0901000011345","09","010","0001",7181,5653,0.8122044,"Bajo"
"0901100210791","09","011","0021",405,347,0.8122274,"Bajo"
"0901000012201","09","010","0001",3131,2481,0.8123161,"Bajo"
"0900400010138","09","004","0001",7643,5871,0.8125446,"Bajo"
"0900500011190","09","005","0001",4665,3556,0.8125567,"Bajo"
"0901200012009","09","012","0001",7607,5417,0.8127217,"Bajo"
"0901200012013","09","012","0001",8294,6256,0.8127885,"Bajo"
"0900801110368","09","008","0111",28,20,0.8128164,"Bajo"
"090070001547A","09","007","0001",3398,2544,0.8129445,"Bajo"
"0900600010787","09","006","0001",4825,3636,0.8129731,"Bajo"
"0901200011481","09","012","0001",5572,4163,0.8130429,"Bajo"
"090150001063A","09","015","0001",4120,3028,0.813066,"Bajo"
"0900600010397","09","006","0001",7799,5873,0.8130676,"Bajo"
"090040001002A","09","004","0001",4714,3709,0.8131183,"Bajo"
"0900700013596","09","007","0001",4562,3360,0.8131636,"Bajo"
"0901300010353","09","013","0001",5060,3831,0.8132063,"Bajo"
"0900700010318","09","007","0001",3114,2346,0.8132208,"Bajo"
"0901100010255","09","011","0001",1750,1383,0.8132935,"Bajo"
"0901100010310","09","011","0001",3424,2655,0.813329,"Bajo"
"0900700014217","09","007","0001",3244,2495,0.8133622,"Bajo"
"0900902820524","09","009","0282",20,14,0.813363,"Bajo"
"0901600010389","09","016","0001",4607,3479,0.8135487,"Bajo"
"0900700013793","09","007","0001",4397,3229,0.8135884,"Bajo"
"0901300010283","09","013","0001",5588,4085,0.8137538,"Bajo"
"0901100010946","09","011","0001",3635,2804,0.81378,"Bajo"
"0901100010166","09","011","0001",2843,2185,0.8139212,"Bajo"
"0900700014185","09","007","0001",3894,2978,0.814018,"Bajo"
"090040001034A","09","004","0001",3446,2737,0.8140267,"Bajo"
"0901100011291","09","011","0001",3080,2414,0.8141156,"Bajo"
"0901300010137","09","013","0001",3248,2347,0.8141643,"Bajo"
"0900600010486","09","006","0001",1603,1158,0.8142147,"Bajo"
"0901302030635","09","013","0203",54,42,0.8142285,"Bajo"
"0900700011208","09","007","0001",978,725,0.8144001,"Bajo"
"0901100010645","09","011","0001",4865,3797,0.8144425,"Bajo"
"0901300010654","09","013","0001",3707,2752,0.8145093,"Bajo"
"0900700012808","09","007","0001",4291,3189,0.8145103,"Bajo"
"0900700010445","09","007","0001",3826,2986,0.8145809,"Bajo"
"0900700015215","09","007","0001",5803,4523,0.8146006,"Bajo"
"0900500012131","09","005","0001",4788,3683,0.8146273,"Bajo"
"0901200011176","09","012","0001",3223,2334,0.8149532,"Bajo"
"090110001065A","09","011","0001",3666,2883,0.8149666,"Bajo"
"0901200011636","09","012","0001",4240,3056,0.8149668,"Bajo"
"0901700010884","09","017","0001",8365,6567,0.8150389,"Bajo"
"0900700011655","09","007","0001",2422,1871,0.8150744,"Bajo"
"0900300011016","09","003","0001",6545,5007,0.8151484,"Bajo"
"090070001077A","09","007","0001",4024,3067,0.8153341,"Bajo"
"0901101631179","09","011","0163",70,54,0.8154138,"Bajo"
"0900700014683","09","007","0001",2761,2047,0.8154179,"Bajo"
"0901700011401","09","017","0001",4452,3326,0.8154476,"Bajo"
"0901300011173","09","013","0001",5679,4282,0.8154606,"Bajo"
"090060001026A","09","006","0001",3950,2807,0.8154951,"Bajo"
"0900500010135","09","005","0001",4713,3653,0.8155733,"Bajo"
"0901100010170","09","011","0001",4030,3093,0.8156754,"Bajo"
"0900700011848","09","007","0001",3516,2627,0.8157527,"Bajo"
"0900700010233","09","007","0001",1929,1494,0.8158163,"Bajo"
"0901500011394","09","015","0001",5075,3626,0.8158191,"Bajo"
"0901700010831","09","017","0001",4972,3798,0.8158289,"Bajo"
"0901000012057","09","010","0001",3629,2806,0.8158743,"Bajo"
"0901700010333","09","017","0001",3004,2226,0.8159939,"Bajo"
"0900700011496","09","007","0001",2508,1879,0.8161013,"Bajo"
"0900600010490","09","006","0001",3816,2767,0.8161739,"Bajo"
"0900700010248","09","007","0001",1540,1219,0.8162334,"Bajo"
"0901600010374","09","016","0001",5739,4411,0.8163665,"Bajo"
"0901700010206","09","017","0001",2620,1928,0.8165969,"Bajo"
"0901100010240","09","011","0001",3153,2443,0.8166552,"Bajo"
"0901300011205","09","013","0001",698,545,0.8168359,"Bajo"
"0901000010065","09","010","0001",5517,4180,0.8168561,"Bajo"
"0900800010090","09","008","0001",6118,4674,0.8172333,"Bajo"
"0901700010795","09","017","0001",195,134,0.8172628,"Bajo"
"0900700011424","09","007","0001",2868,2100,0.8173809,"Bajo"
"0900600010679","09","006","0001",2534,1883,0.8173827,"Bajo"
"0901000011839","09","010","0001",4829,3596,0.8174167,"Bajo"
"0901000010169","09","010","0001",2479,1907,0.8176335,"Bajo"
"0901300010480","09","013","0001",6719,5157,0.8176604,"Bajo"
"0901500011229","09","015","0001",592,424,0.8176962,"Bajo"
"0901100010151","09","011","0001",1787,1368,0.8178091,"Bajo"
"0901100010147","09","011","0001",3140,2396,0.8179443,"Bajo"
"0901300010372","09","013","0001",5072,3826,0.8179493,"Bajo"
"0901100010630","09","011","0001",2801,2134,0.8179592,"Bajo"
"0901100010452","09","011","0001",9632,7348,0.8181525,"Bajo"
"0901200010125","09","012","0001",3307,2503,0.8181642,"Bajo"
"0900500012305","09","005","0001",3598,2678,0.8181912,"Bajo"
"0900600010715","09","006","0001",2234,1667,0.818243,"Bajo"
"0900600010039","09","006","0001",4513,3437,0.8183204,"Bajo"
"0900500013074","09","005","0001",2052,1454,0.8183515,"Bajo"
"0901200010159","09","012","0001",3187,2336,0.8183683,"Bajo"
"0901700010121","09","017","0001",5152,3903,0.8183755,"Bajo"
"0901100010113","09","011","0001",2617,1985,0.8183824,"Bajo"
"0900700010017","09","007","0001",5829,4306,0.8184527,"Bajo"
"0900600010683","09","006","0001",4271,3188,0.8184654,"Bajo"
"0900500011699","09","005","0001",3543,2665,0.8185471,"Bajo"
"0900700012687","09","007","0001",4648,3552,0.8185962,"Bajo"
"0901000012112","09","010","0001",9817,7326,0.8188062,"Bajo"
"0900600011107","09","006","0001",4327,3127,0.8188477,"Bajo"
"0900700011852","09","007","0001",5369,4116,0.8190512,"Bajo"
"0900600011041","09","006","0001",4514,3490,0.8190688,"Bajo"
"0900700015855","09","007","0001",558,454,0.8190746,"Bajo"
"0900500011398","09","005","0001",2883,2101,0.819236,"Bajo"
"0901000011970","09","010","0001",4411,3422,0.8192893,"Bajo"
"0901200011458","09","012","0001",3849,2867,0.8193126,"Bajo"
"0901700010386","09","017","0001",1923,1407,0.8193818,"Bajo"
"0901300011084","09","013","0001",2932,2219,0.8194776,"Bajo"
"0900700010356","09","007","0001",5041,3693,0.8195795,"Bajo"
"0901300010387","09","013","0001",6479,4921,0.8196569,"Bajo"
"0900300010658","09","003","0001",10334,7730,0.8197965,"Bajo"
"0900700012206","09","007","0001",1633,1174,0.8198857,"Bajo"
"0900300010997","09","003","0001",9301,6765,0.8199044,"Bajo"
"0901500010574","09","015","0001",10642,7721,0.8199379,"Bajo"
"0901700010808","09","017","0001",3518,2615,0.8199866,"Bajo"
"0900600010734","09","006","0001",2878,2191,0.8200224,"Bajo"
"0901200011424","09","012","0001",4455,3305,0.8203364,"Bajo"
"0900300010817","09","003","0001",10017,7337,0.8204888,"Bajo"
"0900500011468","09","005","0001",3176,2398,0.8205178,"Bajo"
"0900500013178","09","005","0001",1861,1378,0.8205315,"Bajo"
"0900700010888","09","007","0001",4526,3596,0.8205738,"Bajo"
"0900500011171","09","005","0001",6758,4949,0.8207384,"Bajo"
"0901700010422","09","017","0001",6388,4679,0.8207413,"Bajo"
"0900700010271","09","007","0001",4139,3049,0.82076,"Bajo"
"090070001376A","09","007","0001",1600,1241,0.820765,"Bajo"
"090070001159A","09","007","0001",6577,4914,0.8208351,"Bajo"
"0900700012386","09","007","0001",3563,2634,0.8208601,"Bajo"
"090100001053A","09","010","0001",4548,3387,0.8208702,"Bajo"
"0900300011162","09","003","0001",13908,10303,0.8209759,"Bajo"
"0900500010972","09","005","0001",2956,2137,0.8210044,"Bajo"
"0900500010385","09","005","0001",6201,4676,0.8211389,"Bajo"
"0900300010836","09","003","0001",6308,4746,0.8214942,"Bajo"
"0900500010328","09","005","0001",1618,1222,0.8215639,"Bajo"
"0901300010777","09","013","0001",2093,1532,0.8215981,"Bajo"
"0901203471246","09","012","0347",5,5,0.8218213,"Bajo"
"0900700014359","09","007","0001",2603,2040,0.8218246,"Bajo"
"0901200011157","09","012","0001",5171,3552,0.8219017,"Bajo"
"0901000010173","09","010","0001",4283,3160,0.821929,"Bajo"
"0900600010503","09","006","0001",4667,3445,0.8220471,"Bajo"
"0901500010748","09","015","0001",2228,1427,0.8220578,"Bajo"
"0900600010630","09","006","0001",2645,1943,0.8221413,"Bajo"
"0901700010846","09","017","0001",3019,2194,0.8224078,"Bajo"
"0900700014310","09","007","0001",2894,2069,0.8224336,"Bajo"
"0901500010875","09","015","0001",7713,5363,0.8226462,"Bajo"
"0901200011585","09","012","0001",1854,1345,0.822729,"Bajo"
"0901000011769","09","010","0001",9731,7175,0.822832,"Bajo"
"0901100010043","09","011","0001",5579,4162,0.8228452,"Bajo"
"0901302370902","09","013","0237",28,24,0.8229015,"Bajo"
"0900700010604","09","007","0001",3644,2803,0.8230013,"Bajo"
"0900700010375","09","007","0001",6802,5101,0.8230601,"Bajo"
"0900800010404","09","008","0001",8535,6308,0.8230708,"Bajo"
"0900400200246","09","004","0020",9489,7165,0.823247,"Bajo"
"0900700014522","09","007","0001",747,568,0.823272,"Bajo"
"0900700014344","09","007","0001",2779,2103,0.8232778,"Bajo"
"0901500011483","09","015","0001",7199,4946,0.8233567,"Bajo"
"090100001135A","09","010","0001",6878,5277,0.8233727,"Bajo"
"0900700010572","09","007","0001",5312,3883,0.8234097,"Bajo"
"0900700011566","09","007","0001",9607,6858,0.8234708,"Bajo"
"0901700011524","09","017","0001",4269,3176,0.8234812,"Bajo"
"0901200010182","09","012","0001",5894,4291,0.8235146,"Bajo"
"0900700014043","09","007","0001",4403,3303,0.8235341,"Bajo"
"0901000011580","09","010","0001",6367,4718,0.8235642,"Bajo"
"0900700011636","09","007","0001",2879,2107,0.8239254,"Bajo"
"0900700014645","09","007","0001",1179,931,0.8239906,"Bajo"
"0900500011684","09","005","0001",4329,3133,0.8239907,"Bajo"
"0900300010662","09","003","0001",5425,3979,0.8240165,"Bajo"
"0900700014611","09","007","0001",748,615,0.8241317,"Bajo"
"0900600011130","09","006","0001",3503,2711,0.8241436,"Bajo"
"0900500011487","09","005","0001",2708,1951,0.8241732,"Bajo"
"0901100011234","09","011","0001",2957,2084,0.8242689,"Bajo"
"090070001383A","09","007","0001",3544,2562,0.8244472,"Bajo"
"0901100211018","09","011","0021",3031,2299,0.8246089,"Bajo"
"090050001295A","09","005","0001",4232,3067,0.8246658,"Bajo"
"0900700013810","09","007","0001",5220,4135,0.8246671,"Bajo"
"0901500011163","09","015","0001",2755,1962,0.8246674,"Bajo"
"0900700010074","09","007","0001",2476,1866,0.8246873,"Bajo"
"0900400600157","09","004","0060",9,9,0.8247135,"Bajo"
"0901500010127","09","015","0001",8334,5836,0.824721,"Bajo"
"0901100011484","09","011","0001",5172,3919,0.8247722,"Bajo"
"0901100240734","09","011","0024",2598,1996,0.8247771,"Bajo"
"0900700010587","09","007","0001",2625,2043,0.8247784,"Bajo"
"090110001001A","09","011","0001",5907,4268,0.8247886,"Bajo"
"0901200011570","09","012","0001",7011,5102,0.8248092,"Bajo"
"0900800010226","09","008","0001",3895,2919,0.8248326,"Bajo"
"0901300010245","09","013","0001",2269,1620,0.8249061,"Bajo"
"090150001106A","09","015","0001",6091,4288,0.8251211,"Bajo"
"0900700015130","09","007","0001",2554,1950,0.8253378,"Bajo"
"0901100010128","09","011","0001",3765,2862,0.8254251,"Bajo"
"0901000012324","09","010","0001",2726,2050,0.825498,"Bajo"
"0901300010495","09","013","0001",534,375,0.8255286,"Bajo"
"090070001006A","09","007","0001",2934,2287,0.8255823,"Bajo"
"0901200010337","09","012","0001",3954,2918,0.8257391,"Bajo"
"0901700010418","09","017","0001",2488,1789,0.8258202,"Bajo"
"0900300010821","09","003","0001",5186,3782,0.8258326,"Bajo"
"0900700015408","09","007","0001",2272,1729,0.8259008,"Bajo"
"0900500012127","09","005","0001",6588,4848,0.8260204,"Bajo"
"090070001515A","09","007","0001",1621,1211,0.8260465,"Bajo"
"090150001152A","09","015","0001",3495,2350,0.8260713,"Bajo"
"0901000012199","09","010","0001",4344,3146,0.8261489,"Bajo"
"0901100011357","09","011","0001",9006,6743,0.8262162,"Bajo"
"0901200010303","09","012","0001",5299,3881,0.8262368,"Bajo"
"0900700010498","09","007","0001",5414,3655,0.8262459,"Bajo"
"0900700010892","09","007","0001",2212,1672,0.8263873,"Bajo"
"0900700013651","09","007","0001",2668,1887,0.8264099,"Bajo"
"0901700010649","09","017","0001",5176,3681,0.8264483,"Bajo"
"0900700014984","09","007","0001",3977,2899,0.8265239,"Bajo"
"0901000011843","09","010","0001",8218,5695,0.8266336,"Bajo"
"0900200010881","09","002","0001",5136,3889,0.8266419,"Bajo"
"0900700011833","09","007","0001",3820,2753,0.8267064,"Bajo"
"090070001038A","09","007","0001",5064,3586,0.8267297,"Bajo"
"0901700011420","09","017","0001",536,405,0.8268087,"Bajo"
"0900400010405","09","004","0001",4192,3155,0.8269382,"Bajo"
"090060001058A","09","006","0001",4749,3484,0.8269963,"Bajo"
"0901302860635","09","013","0286",9,6,0.8270792,"Bajo"
"0900700013026","09","007","0001",2476,1877,0.8271217,"Bajo"
"0900700013632","09","007","0001",6630,4536,0.8272587,"Bajo"
"0901200011547","09","012","0001",2831,2080,0.8274856,"Bajo"
"0900600010452","09","006","0001",1960,1409,0.8276035,"Bajo"
"0901000010328","09","010","0001",6880,5279,0.8276166,"Bajo"
"0900500013182","09","005","0001",2195,1691,0.827618,"Bajo"
"0901200011388","09","012","0001",3611,2551,0.827621,"Bajo"
"0900500012095","09","005","0001",4014,2907,0.8276544,"Bajo"
"0900700015751","09","007","0001",1978,1508,0.8277215,"Bajo"
"0901000010243","09","010","0001",7429,5547,0.8277892,"Bajo"
"0900700012831","09","007","0001",4755,3466,0.8279199,"Bajo"
"0901000011631","09","010","0001",4977,3656,0.8280042,"Bajo"
"0900400010091","09","004","0001",11617,8486,0.8281736,"Bajo"
"0900600010325","09","006","0001",4218,3040,0.8282079,"Bajo"
"0901200010801","09","012","0001",3847,2775,0.8282344,"Bajo"
"0901100010927","09","011","0001",3832,2869,0.8282731,"Bajo"
"0901100010397","09","011","0001",1716,1311,0.8282922,"Bajo"
"0900300010982","09","003","0001",6486,4623,0.8284634,"Bajo"
"0900700014039","09","007","0001",5365,4054,0.8284689,"Bajo"
"0900500013089","09","005","0001",8090,6051,0.8285052,"Bajo"
"0900600010804","09","006","0001",4739,3667,0.8285178,"Bajo"
