"CVEGEO","CVE_ENT","CVE_MUN","CVE_LOC","CVE_AGEB","Area"
"150880021035A","15","088","0021","035A","1019131"
"150880024042A","15","088","0024","042A","814980"
"1508800010078","15","088","0001","0078","541418"
"1508800010063","15","088","0001","0063","440799"
"1508800010114","15","088","0001","0114","167733"
"1508800010133","15","088","0001","0133","158531"
"1508800270294","15","088","0027","0294","693430"
"150880035028A","15","088","0035","028A","1391699"
"1508800240330","15","088","0024","0330","50474"
"1508800240082","15","088","0024","0082","729940"
"1508800240241","15","088","0024","0241","2787774"
"1508800710434","15","088","0071","0434","976017"
"1508900010060","15","089","0001","0060","356500"
"1508900010130","15","089","0001","0130","310990"
"150890001015A","15","089","0001","015A","107515"
"1508900010075","15","089","0001","0075","149147"
"1508900010111","15","089","0001","0111","476600"
"1508900010145","15","089","0001","0145","12884"
"1508900010126","15","089","0001","0126","426745"
"1509000010146","15","090","0001","0146","1428298"
"1509000270288","15","090","0027","0288","792803"
"1509000010150","15","090","0001","0150","457227"
"1509000060339","15","090","0006","0339","355553"
"1509000350127","15","090","0035","0127","839026"
"1509000280269","15","090","0028","0269","1102293"
"1509000010165","15","090","0001","0165","435854"
"1509000350358","15","090","0035","0358","60483"
"150900001024A","15","090","0001","024A","178355"
"150900001031A","15","090","0001","031A","87939"
"1509000010362","15","090","0001","0362","215356"
"1509000060292","15","090","0006","0292","19194"
"1509000060305","15","090","0006","0305","19947"
"1509000010273","15","090","0001","0273","58657"
"1509000350235","15","090","0035","0235","261524"
"1509000350254","15","090","0035","0254","298081"
"1509000350343","15","090","0035","0343","299176"
"1509000360023","15","090","0036","0023","586810"
"1509000060381","15","090","0006","0381","18065"
"1509000010201","15","090","0001","0201","1077403"
"1509000060216","15","090","0006","0216","523581"
"1509000060220","15","090","0006","0220","585139"
"1509000370076","15","090","0037","0076","1000123"
"150900038017A","15","090","0038","017A","613281"
"1509000380184","15","090","0038","0184","530659"
"1509000390057","15","090","0039","0057","1512874"
"1509000010199","15","090","0001","0199","770613"
"1509000360377","15","090","0036","0377","349752"
"1509000060324","15","090","0006","0324","399724"
"1509100010196","15","091","0001","0196","720894"
"1509100010181","15","091","0001","0181","821403"
"150910001004A","15","091","0001","004A","3079392"
"1509100010069","15","091","0001","0069","1922658"
"1509100010177","15","091","0001","0177","651078"
"1509100100073","15","091","0010","0073","2874883"
"1509100010054","15","091","0001","0054","199983"
"1509100010209","15","091","0001","0209","262643"
"1509100010302","15","091","0001","0302","1019194"
"1509100010088","15","091","0001","0088","1677524"
"1509100010092","15","091","0001","0092","1240666"
"1509100010213","15","091","0001","0213","68393"
"1509100010266","15","091","0001","0266","281348"
"1509100010158","15","091","0001","0158","943059"
"1509100010162","15","091","0001","0162","551457"
"1509200010225","15","092","0001","0225","800851"
"1509200010085","15","092","0001","0085","535182"
"1509200010244","15","092","0001","0244","112140"
"1509200010259","15","092","0001","0259","61484"
"1509200130121","15","092","0013","0121","74374"
"1509200010297","15","092","0001","0297","182367"
"1509200010278","15","092","0001","0278","18080"
"1509200010136","15","092","0001","0136","1683892"
"1509200010193","15","092","0001","0193","817241"
"1509200010206","15","092","0001","0206","786947"
"1509200190140","15","092","0019","0140","627036"
"1509200020032","15","092","0002","0032","402652"
"1509200010210","15","092","0001","0210","1157774"
"1509200010314","15","092","0001","0314","417672"
"1509200130051","15","092","0013","0051","1064658"
"150920020016A","15","092","0020","016A","528943"
"1509200190155","15","092","0019","0155","850992"
"1509200200174","15","092","0020","0174","1432923"
"150920020030A","15","092","0020","030A","149384"
"1509200020117","15","092","0002","0117","379848"
"1509200010189","15","092","0001","0189","662923"
"1509200010263","15","092","0001","0263","84873"
"150920002009A","15","092","0002","009A","123285"
"1509200020102","15","092","0002","0102","559836"
"1509200190282","15","092","0019","0282","546498"
"1509300010078","15","093","0001","0078","982891"
"1509300030114","15","093","0003","0114","1807013"
"1509300030171","15","093","0003","0171","1078322"
"150930003010A","15","093","0003","010A","1378343"
"1509300010133","15","093","0001","0133","550562"
"1509300010167","15","093","0001","0167","76506"
"1509300010148","15","093","0001","0148","285032"
"1509300010063","15","093","0001","0063","1030223"
"1509300030129","15","093","0003","0129","948490"
"1509300010152","15","093","0001","0152","333054"
"1509300010082","15","093","0001","0082","581928"
"1509300030190","15","093","0003","0190","79239"
"1509300030203","15","093","0003","0203","15162"
"1509300140186","15","093","0014","0186","2479680"
"1509400020094","15","094","0002","0094","1693438"
"1509400020107","15","094","0002","0107","25105"
"1509400010037","15","094","0001","0037","880224"
"1509400010056","15","094","0001","0056","950007"
"1509400010060","15","094","0001","0060","985513"
"1509400010111","15","094","0001","0111","54807"
"1509400010075","15","094","0001","0075","1168709"
"150940002008A","15","094","0002","008A","2445982"
"1509500010231","15","095","0001","0231","743750"
"1509500260301","15","095","0026","0301","2171861"
"1509500740439","15","095","0074","0439","996635"
"1509500260316","15","095","0026","0316","2453491"
"1509500260320","15","095","0026","0320","2227245"
"1509500010405","15","095","0001","0405","207347"
"1509500010119","15","095","0001","0119","336282"
"1509500010104","15","095","0001","0104","1873229"
"1509500050335","15","095","0005","0335","3140290"
"1509500010180","15","095","0001","0180","1168121"
"1509500010212","15","095","0001","0212","580783"
"1509500210369","15","095","0021","0369","103930"
"1509500740443","15","095","0074","0443","687448"
"150950001041A","15","095","0001","041A","1338408"
"1509500260392","15","095","0026","0392","91247"
"1509500260388","15","095","0026","0388","53659"
"1509500260424","15","095","0026","0424","138266"
"1509500010227","15","095","0001","0227","331476"
"1509500210284","15","095","0021","0284","1692286"
"1509500010250","15","095","0001","0250","169642"
"1509500010091","15","095","0001","0091","559534"
"1509500010176","15","095","0001","0176","1168331"
"1509500010161","15","095","0001","0161","568271"
"1509500010265","15","095","0001","0265","234800"
"1509500010195","15","095","0001","0195","1537855"
"1509500010208","15","095","0001","0208","963536"
"1509500010246","15","095","0001","0246","844647"
"1509500010481","15","095","0001","0481","667001"
"1509500010477","15","095","0001","0477","1855614"
"150950021027A","15","095","0021","027A","1464441"
"1509500210299","15","095","0021","0299","1335938"
"1509500260015","15","095","0026","0015","56966"
"1509500730462","15","095","0073","0462","594372"
"1509500730458","15","095","0073","0458","608132"
"1509600080116","15","096","0008","0116","993852"
"1509600010262","15","096","0001","0262","246862"
"1509600080101","15","096","0008","0101","716811"
"1509600080243","15","096","0008","0243","19468"
"1509600080239","15","096","0008","0239","81512"
"1509600010205","15","096","0001","0205","790093"
"1509600080099","15","096","0008","0099","659830"
"1509600010192","15","096","0001","0192","1988184"
"150960008007A","15","096","0008","007A","352951"
"1509600080084","15","096","0008","0084","393027"
"1509600080258","15","096","0008","0258","31856"
"1509600080065","15","096","0008","0065","1054158"
"1509600010169","15","096","0001","0169","639639"
"1509600010188","15","096","0001","0188","915724"
"1509600010277","15","096","0001","0277","10235"
"1509600010224","15","096","0001","0224","1495895"
"1509600010173","15","096","0001","0173","2739552"
"150960001021A","15","096","0001","021A","914067"
"1509600010154","15","096","0001","0154","3592224"
"150960001014A","15","096","0001","014A","3202116"
"1509700010058","15","097","0001","0058","1351165"
"1509800010055","15","098","0001","0055","747917"
"150980001006A","15","098","0001","006A","403557"
"1509800010040","15","098","0001","0040","545308"
"1509900451417","15","099","0045","1417","354716"
"1509900081879","15","099","0008","1879","739277"
"1509900300654","15","099","0030","0654","503199"
"150990045071A","15","099","0045","071A","1673400"
"1509900011309","15","099","0001","1309","566750"
"1509900011313","15","099","0001","1313","644057"
"1509900161173","15","099","0016","1173","197741"
"1509900420762","15","099","0042","0762","1029684"
"1509900451436","15","099","0045","1436","10935"
"1509900200777","15","099","0020","0777","3111723"
"1509900211686","15","099","0021","1686","2026715"
"150990022089A","15","099","0022","089A","756795"
"1509900291084","15","099","0029","1084","51916"
"1509900441563","15","099","0044","1563","1342791"
"1509900240989","15","099","0024","0989","622053"
"1509900420866","15","099","0042","0866","1116376"
"1509900471544","15","099","0047","1544","519359"
"1509900451578","15","099","0045","1578","3183644"
"1509900441559","15","099","0044","1559","1259695"
"1509900621722","15","099","0062","1722","1418877"
"1509900251510","15","099","0025","1510","3293"
"150990003160A","15","099","0003","160A","53154"
"1509900031614","15","099","0003","1614","1931611"
"1509900420851","15","099","0042","0851","699777"
"1509900531807","15","099","0053","1807","811465"
"150990035096A","15","099","0035","096A","841657"
"150990035121A","15","099","0035","121A","280304"
"1509900371718","15","099","0037","1718","1072429"
"1509900411258","15","099","0041","1258","2516654"
"1509901731629","15","099","0173","1629","410260"
"1509900641648","15","099","0064","1648","1004422"
"1509901711845","15","099","0171","1845","169804"
"150990171185A","15","099","0171","185A","141518"
"1509900291281","15","099","0029","1281","20524"
"1509900641652","15","099","0064","1652","2038066"
"1509900010936","15","099","0001","0936","292340"
"1509900010940","15","099","0001","0940","126849"
"1509900121135","15","099","0012","1135","23040"
"1509900301296","15","099","0030","1296","32685"
"1509900461671","15","099","0046","1671","112667"
"1509900351224","15","099","0035","1224","65809"
"1509900010955","15","099","0001","0955","105478"
"1509900010832","15","099","0001","0832","398324"
"1509900010813","15","099","0001","0813","955134"
"1509900010828","15","099","0001","0828","589107"
"1509900010847","15","099","0001","0847","361065"
"1509900161046","15","099","0016","1046","380842"
"150990016114A","15","099","0016","114A","183737"
"1509900141597","15","099","0014","1597","1189355"
"1509900220902","15","099","0022","0902","132108"
"1509900231582","15","099","0023","1582","780318"
"1509900281737","15","099","0028","1737","148978"
"1509900301794","15","099","0030","1794","270638"
"1509900351205","15","099","0035","1205","189168"
"1509900351192","15","099","0035","1192","94233"
"1509900461667","15","099","0046","1667","128296"
"1509900481262","15","099","0048","1262","1715977"
"1509900521864","15","099","0052","1864","725913"
"1509901731633","15","099","0173","1633","369750"
"1509901741775","15","099","0174","1775","84891"
"1509900071741","15","099","0007","1741","1194818"
"1509900071760","15","099","0007","1760","2021829"
"1509900121050","15","099","0012","1050","2070491"
"1509900121120","15","099","0012","1120","109447"
"150990029057A","15","099","0029","057A","569988"
"1509900331703","15","099","0033","1703","368913"
"1509900430527","15","099","0043","0527","332056"
"1509900430584","15","099","0043","0584","307200"
"1509900431243","15","099","0043","1243","316011"
"1509900431811","15","099","0043","1811","665816"
"1509900631830","15","099","0063","1830","1111540"
"150990172178A","15","099","0172","178A","242879"
"1509900010796","15","099","0001","0796","816166"
"1509900010781","15","099","0001","0781","595495"
"150990043032A","15","099","0043","032A","1295725"
"1509900430512","15","099","0043","0512","378663"
"1509900240739","15","099","0024","0739","510904"
"1509900240226","15","099","0024","0226","1337157"
"1509900290565","15","099","0029","0565","1052567"
"1509900350974","15","099","0035","0974","463877"
"1509900350885","15","099","0035","0885","1586406"
"1509900431239","15","099","0043","1239","230974"
"1509900331690","15","099","0033","1690","918688"
"1509900300620","15","099","0030","0620","953279"
"1509900071756","15","099","0007","1756","1172010"
"1509900240724","15","099","0024","0724","1793051"
"1509900250669","15","099","0025","0669","1401465"
"1509900290349","15","099","0029","0349","1198778"
"150990008153A","15","099","0008","153A","472533"
"1509900161169","15","099","0016","1169","57711"
"1509900420758","15","099","0042","0758","321581"
"1509900300635","15","099","0030","0635","782441"
"1509900160870","15","099","0016","0870","1515202"
"1509900301826","15","099","0030","1826","513963"
"1509900340014","15","099","0034","0014","814661"
"1509900400029","15","099","0040","0029","1288525"
"1509900960048","15","099","0096","0048","271829"
"1509900960033","15","099","0096","0033","256447"
"1509901090052","15","099","0109","0052","453702"
"1509901090067","15","099","0109","0067","202519"
"1509901090071","15","099","0109","0071","372001"
"1510000020074","15","100","0002","0074","426565"
"1510000070182","15","100","0007","0182","445652"
"1510000070248","15","100","0007","0248","314741"
"1510000010110","15","100","0001","0110","817600"
"1510000010125","15","100","0001","0125","663539"
"1510000020089","15","100","0002","0089","870886"
"1510000070214","15","100","0007","0214","394159"
"1510000020159","15","100","0002","0159","147058"
"1510000010178","15","100","0001","0178","82416"
"151000001006A","15","100","0001","006A","293296"
"1510000070229","15","100","0007","0229","267483"
"1510000020144","15","100","0002","0144","70348"
"1510000020163","15","100","0002","0163","172682"
"1510000020021","15","100","0002","0021","809424"
"1510000070252","15","100","0007","0252","729511"
"1510000070197","15","100","0007","0197","487887"
"151000007020A","15","100","0007","020A","809699"
"1510000070233","15","100","0007","0233","464942"
"1510000010040","15","100","0001","0040","637890"
"151000001013A","15","100","0001","013A","639268"
"1510000010055","15","100","0001","0055","1226987"
"1510100150175","15","101","0015","0175","250512"
"1510100060368","15","101","0006","0368","578313"
"1510100010122","15","101","0001","0122","1749407"
"1510100060372","15","101","0006","0372","547215"
"1510100010230","15","101","0001","0230","52530"
"1510100010156","15","101","0001","0156","975025"
"1510100030086","15","101","0003","0086","731242"
"1510100140048","15","101","0014","0048","927262"
"1510100150264","15","101","0015","0264","50223"
"151010015032A","15","101","0015","032A","701119"
"151010015018A","15","101","0015","018A","133781"
"1510100150160","15","101","0015","0160","841171"
"1510100140283","15","101","0014","0283","41030"
"1510100140279","15","101","0014","0279","232663"
"1510100150334","15","101","0015","0334","478740"
"151010015025A","15","101","0015","025A","411742"
"1510100140207","15","101","0014","0207","1126505"
"1510100140211","15","101","0014","0211","680661"
"1510100140298","15","101","0014","0298","108286"
"1510100140315","15","101","0014","0315","629701"
"1510100140353","15","101","0014","0353","1455176"
"1510100150349","15","101","0015","0349","136919"
"1510100010141","15","101","0001","0141","742675"
"1510200010100","15","102","0001","0100","130025"
"1510200010098","15","102","0001","0098","79587"
"1510200010045","15","102","0001","0045","726954"
"1510200010083","15","102","0001","0083","78251"
"1510300010358","15","103","0001","0358","140818"
"1510300050150","15","103","0005","0150","186962"
"1510300050305","15","103","0005","0305","816348"
"151030005024A","15","103","0005","024A","61967"
"1510300010235","15","103","0001","0235","493992"
"1510300050269","15","103","0005","0269","383939"
"1510300050273","15","103","0005","0273","656368"
"1510300050288","15","103","0005","0288","75474"
"151030005031A","15","103","0005","031A","554055"
"1510300050339","15","103","0005","0339","16141"
"1510300050343","15","103","0005","0343","109707"
"1510300010199","15","103","0001","0199","225933"
"1510300050292","15","103","0005","0292","668164"
"1510300010061","15","103","0001","0061","625358"
"1510300050201","15","103","0005","0201","114674"
"1510300050146","15","103","0005","0146","597828"
"151030005017A","15","103","0005","017A","28054"
"1510300010057","15","103","0001","0057","1374466"
"1510300010184","15","103","0001","0184","776480"
"1510300050254","15","103","0005","0254","253382"
"1510300050165","15","103","0005","0165","158010"
"1510300050324","15","103","0005","0324","35640"
"1510300010216","15","103","0001","0216","648238"
"1510300040019","15","103","0004","0019","202589"
"1510300040023","15","103","0004","0023","312713"
"1510400010124","15","104","0001","0124","788570"
"1510400010711","15","104","0001","0711","335885"
"1510400012309","15","104","0001","2309","1801731"
"1510400010603","15","104","0001","0603","227501"
"1510400010694","15","104","0001","0694","321987"
"1510400010707","15","104","0001","0707","304650"
"1510400010726","15","104","0001","0726","203116"
"1510400011067","15","104","0001","1067","160762"
"1510400011955","15","104","0001","1955","274526"
"1510400012224","15","104","0001","2224","42948"
"1510400012243","15","104","0001","2243","191872"
"1510400010209","15","104","0001","0209","283348"
"151040001029A","15","104","0001","029A","453851"
"1510400010463","15","104","0001","0463","317783"
"1510400010961","15","104","0001","0961","829136"
"1510400011033","15","104","0001","1033","121991"
"1510400011298","15","104","0001","1298","203603"
"1510400011387","15","104","0001","1387","2360256"
"1510400011851","15","104","0001","1851","227353"
"1510400011211","15","104","0001","1211","132134"
"151040001011A","15","104","0001","011A","255017"
"1510400011527","15","104","0001","1527","210655"
"1510400011052","15","104","0001","1052","949579"
"1510400011391","15","104","0001","1391","249375"
"1510400011442","15","104","0001","1442","560812"
"1510400011122","15","104","0001","1122","242927"
"1510400010374","15","104","0001","0374","169427"
"1510401052277","15","104","0105","2277","868549"
"1510400011283","15","104","0001","1283","293656"
"1510400011809","15","104","0001","1809","630608"
"1510401052328","15","104","0105","2328","39737"
"1510400010355","15","104","0001","0355","174103"
"1510400011828","15","104","0001","1828","149931"
"1510400010497","15","104","0001","0497","232399"
"1510400010675","15","104","0001","0675","326201"
"1510400012027","15","104","0001","2027","354791"
"1510400010020","15","104","0001","0020","2415910"
"1510400010590","15","104","0001","0590","662672"
"1510400010478","15","104","0001","0478","330732"
"1510400010815","15","104","0001","0815","217840"
"1510400010891","15","104","0001","0891","148196"
"1510400011048","15","104","0001","1048","139133"
"1510400011103","15","104","0001","1103","304040"
"1510400011118","15","104","0001","1118","241501"
"1510400012099","15","104","0001","2099","450513"
"1510400011423","15","104","0001","1423","416873"
"1510400011029","15","104","0001","1029","108772"
"1510400011071","15","104","0001","1071","335586"
"1510400011781","15","104","0001","1781","240002"
"1510400012239","15","104","0001","2239","216937"
"1510400010285","15","104","0001","0285","305003"
"1510400012169","15","104","0001","2169","176462"
"1510401052281","15","104","0105","2281","35857"
"1510400011141","15","104","0001","1141","162152"
"1510400011137","15","104","0001","1137","158424"
"1510400011989","15","104","0001","1989","56823"
"151040001132A","15","104","0001","132A","157470"
"1510401052313","15","104","0105","2313","11031"
"1510400010177","15","104","0001","0177","197284"
"1510400010016","15","104","0001","0016","1037112"
"1510400010035","15","104","0001","0035","182099"
"1510400010088","15","104","0001","0088","469979"
"1510400010092","15","104","0001","0092","1166342"
"1510400011847","15","104","0001","1847","107782"
"1510400010213","15","104","0001","0213","229036"
"1510400010251","15","104","0001","0251","414943"
"1510400010302","15","104","0001","0302","419491"
"1510400010317","15","104","0001","0317","385512"
"151040001036A","15","104","0001","036A","161329"
"1510400010425","15","104","0001","0425","199744"
"151040001043A","15","104","0001","043A","403802"
"1510400010482","15","104","0001","0482","190379"
"1510400010514","15","104","0001","0514","204017"
"1510400010529","15","104","0001","0529","132364"
"1510400010548","15","104","0001","0548","143684"
"1510400010552","15","104","0001","0552","110665"
"1510400010571","15","104","0001","0571","207864"
"1510400010586","15","104","0001","0586","244479"
"151040001075A","15","104","0001","075A","305802"
"1510400010660","15","104","0001","0660","293108"
"1510400010764","15","104","0001","0764","231733"
"1510400010798","15","104","0001","0798","155464"
"1510400010800","15","104","0001","0800","551537"
"151040001082A","15","104","0001","082A","204971"
"1510400010834","15","104","0001","0834","200448"
"1510400010849","15","104","0001","0849","209834"
"1510400010853","15","104","0001","0853","265893"
"1510400010868","15","104","0001","0868","120788"
"1510400010872","15","104","0001","0872","155744"
"151040001118A","15","104","0001","118A","80940"
"1510400011194","15","104","0001","1194","130669"
"1510400011226","15","104","0001","1226","175954"
"1510400011230","15","104","0001","1230","143055"
"1510400011245","15","104","0001","1245","183098"
"151040001125A","15","104","0001","125A","190234"
"1510400011279","15","104","0001","1279","153049"
"1510400011616","15","104","0001","1616","296299"
"151040001171A","15","104","0001","171A","457134"
"1510400011724","15","104","0001","1724","449205"
"1510400011743","15","104","0001","1743","146611"
"1510400011758","15","104","0001","1758","117889"
"1510400011777","15","104","0001","1777","576855"
"1510400011796","15","104","0001","1796","359060"
"1510400011866","15","104","0001","1866","87776"
"1510400011870","15","104","0001","1870","2376060"
"1510400011885","15","104","0001","1885","1113414"
"1510400012046","15","104","0001","2046","349834"
"151040001189A","15","104","0001","189A","544045"
"1510400011936","15","104","0001","1936","619209"
"1510400012050","15","104","0001","2050","733166"
"1510400012065","15","104","0001","2065","268541"
"151040001207A","15","104","0001","207A","166388"
"1510400012084","15","104","0001","2084","185253"
"1510400012116","15","104","0001","2116","124834"
"1510400012120","15","104","0001","2120","528414"
"1510400012135","15","104","0001","2135","368976"
"1510400011974","15","104","0001","1974","59280"
"1510400010923","15","104","0001","0923","126722"
"1510400011832","15","104","0001","1832","112199"
"1510400011349","15","104","0001","1349","354679"
"1510400011495","15","104","0001","1495","870386"
"1510400011669","15","104","0001","1669","678197"
"1510400011705","15","104","0001","1705","413016"
"1510400012188","15","104","0001","2188","113043"
"1510400012173","15","104","0001","2173","265372"
"1510400012366","15","104","0001","2366","97017"
"1510400012347","15","104","0001","2347","255393"
"1510400012205","15","104","0001","2205","45175"
"1510400012351","15","104","0001","2351","66919"
"1510400010340","15","104","0001","0340","143663"
"1510400011160","15","104","0001","1160","227548"
"1510400012031","15","104","0001","2031","144100"
"1510400010567","15","104","0001","0567","124393"
"1510400010393","15","104","0001","0393","349326"
"1510400010410","15","104","0001","0410","282974"
"151040001221A","15","104","0001","221A","64913"
"1510400010904","15","104","0001","0904","139380"
"1510400010919","15","104","0001","0919","173911"
"1510400010406","15","104","0001","0406","325094"
"151040001004A","15","104","0001","004A","215266"
"1510400010069","15","104","0001","0069","189468"
"1510400010073","15","104","0001","0073","139653"
"1510400010139","15","104","0001","0139","430626"
"1510400010162","15","104","0001","0162","339845"
"1510400010228","15","104","0001","0228","182593"
"1510400010232","15","104","0001","0232","209405"
"1510400010533","15","104","0001","0533","816698"
"151040001068A","15","104","0001","068A","71589"
"1510400010618","15","104","0001","0618","215695"
"1510400010622","15","104","0001","0622","142422"
"1510400010637","15","104","0001","0637","140549"
"1510400010641","15","104","0001","0641","243686"
"1510400010656","15","104","0001","0656","124207"
"1510400010730","15","104","0001","0730","201003"
"1510400010745","15","104","0001","0745","160042"
"1510400010938","15","104","0001","0938","173903"
"1510400010942","15","104","0001","0942","146251"
"1510400010957","15","104","0001","0957","137884"
"1510400010995","15","104","0001","0995","230705"
"151040001100A","15","104","0001","100A","102790"
"1510400011014","15","104","0001","1014","298486"
"1510400011264","15","104","0001","1264","140546"
"1510400011156","15","104","0001","1156","264546"
"1510400011175","15","104","0001","1175","131746"
"1510400011300","15","104","0001","1300","183455"
"1510400011315","15","104","0001","1315","151324"
"1510400011353","15","104","0001","1353","201976"
"1510400011368","15","104","0001","1368","182836"
"1510400011419","15","104","0001","1419","678060"
"151040001164A","15","104","0001","164A","175298"
"1510400011813","15","104","0001","1813","288193"
"1510400011546","15","104","0001","1546","483058"
"1510400011508","15","104","0001","1508","380201"
"1510400012012","15","104","0001","2012","407227"
"1510400011940","15","104","0001","1940","2028769"
"151040001196A","15","104","0001","196A","431405"
"1510400012154","15","104","0001","2154","132572"
"1510400012258","15","104","0001","2258","234888"
"1510400012262","15","104","0001","2262","170890"
"1510400012332","15","104","0001","2332","374013"
"151040001214A","15","104","0001","214A","1288664"
"151040001050A","15","104","0001","050A","232495"
"1510400012101","15","104","0001","2101","148203"
"1510400011334","15","104","0001","1334","155358"
"1510400011654","15","104","0001","1654","501369"
"1510400011688","15","104","0001","1688","985049"
"1510400011207","15","104","0001","1207","126442"
"151040001157A","15","104","0001","157A","846659"
"1510400011692","15","104","0001","1692","380799"
"1510400011921","15","104","0001","1921","174068"
"1510400011902","15","104","0001","1902","781879"
"1510400011917","15","104","0001","1917","255624"
"1510400011565","15","104","0001","1565","490723"
"1510400011372","15","104","0001","1372","229315"
"1510400010105","15","104","0001","0105","256064"
"1510400010196","15","104","0001","0196","571216"
"1510400012008","15","104","0001","2008","391488"
"1510400011620","15","104","0001","1620","158020"
"1510400011993","15","104","0001","1993","232325"
"1510400010270","15","104","0001","0270","398020"
"1510400010976","15","104","0001","0976","487453"
"1510400012192","15","104","0001","2192","76591"
"1510400011673","15","104","0001","1673","199464"
"1510400011584","15","104","0001","1584","632458"
"1510500010117","15","105","0001","0117","651604"
"151050080023A","15","105","0080","023A","976065"
"1510500800244","15","105","0080","0244","878228"
"1510600664723","15","106","0066","4723","806433"
"1510600664757","15","106","0066","4757","1066194"
"1510600664668","15","106","0066","4668","515473"
"1510600464827","15","106","0046","4827","430970"
"1510600644969","15","106","0064","4969","461104"
"1510600464812","15","106","0046","4812","806472"
"1510600644973","15","106","0064","4973","466362"
"1510602354564","15","106","0235","4564","344676"
"1510600644988","15","106","0064","4988","339006"
"1510600644954","15","106","0064","4954","421381"
"1510602334460","15","106","0233","4460","373595"
"1510600873994","15","106","0087","3994","216966"
"1510600803871","15","106","0080","3871","223199"
"1510600803829","15","106","0080","3829","559212"
"1510600873975","15","106","0087","3975","584971"
"1510600803852","15","106","0080","3852","272739"
"1510600924066","15","106","0092","4066","250932"
"151060235455A","15","106","0235","455A","439947"
"1510602354526","15","106","0235","4526","218933"
"1510602354530","15","106","0235","4530","81624"
"1510602334437","15","106","0233","4437","68480"
"151060086423A","15","106","0086","423A","517494"
"1510600864210","15","106","0086","4210","2126890"
"151060090430A","15","106","0090","430A","471699"
"1510602334386","15","106","0233","4386","48933"
"1510600904314","15","106","0090","4314","271384"
"1510600904297","15","106","0090","4297","443910"
"1510601124653","15","106","0112","4653","946130"
"1510600754193","15","106","0075","4193","58719"
"1510600864244","15","106","0086","4244","615848"
"1510600803867","15","106","0080","3867","176294"
"1510600933937","15","106","0093","3937","883161"
"151060092409A","15","106","0092","409A","546941"
"1510600803886","15","106","0080","3886","323696"
"1510600722178","15","106","0072","2178","2243343"
"1510600803890","15","106","0080","3890","170239"
"1510600704795","15","106","0070","4795","378761"
"1510600704808","15","106","0070","4808","279169"
"1510600844600","15","106","0084","4600","688679"
"1510600864263","15","106","0086","4263","619834"
"1510600864259","15","106","0086","4259","571998"
"1510600844598","15","106","0084","4598","512550"
"1510600833922","15","106","0083","3922","1116126"
"1510600924070","15","106","0092","4070","738113"
"1510600754102","15","106","0075","4102","535398"
"1510600644916","15","106","0064","4916","1773033"
"1510600664776","15","106","0066","4776","1063646"
"1510600664761","15","106","0066","4761","740493"
"1510600864278","15","106","0086","4278","549652"
"1510600924051","15","106","0092","4051","1529202"
"151060075416A","15","106","0075","416A","839105"
"1510600864282","15","106","0086","4282","857430"
"1510600992197","15","106","0099","2197","4361222"
"1510600010330","15","106","0001","0330","571145"
"151060001035A","15","106","0001","035A","800702"
"1510600011945","15","106","0001","1945","408330"
"1510600832712","15","106","0083","2712","1936005"
"1510600012214","15","106","0001","2214","446969"
"151060083170A","15","106","0083","170A","787934"
"1510600832892","15","106","0083","2892","144331"
"1510600013335","15","106","0001","3335","209017"
"1510600621771","15","106","0062","1771","2031121"
"1510600754189","15","106","0075","4189","488863"
"1510600833918","15","106","0083","3918","1654659"
"151060080380A","15","106","0080","380A","937846"
"1510600731574","15","106","0073","1574","276762"
"1510600010400","15","106","0001","0400","314374"
"1510600622680","15","106","0062","2680","1180645"
"1510600664719","15","106","0066","4719","879948"
"1510600664687","15","106","0066","4687","299578"
"1510602354511","15","106","0235","4511","90277"
"1510600464831","15","106","0046","4831","374857"
"1510600434884","15","106","0043","4884","551552"
"1510600434899","15","106","0043","4899","592570"
"1510600644935","15","106","0064","4935","208112"
"1510600434901","15","106","0043","4901","781978"
"151060064494A","15","106","0064","494A","440778"
"151060043487A","15","106","0043","487A","1079359"
"1510600644992","15","106","0064","4992","416963"
"1510600975007","15","106","0097","5007","602086"
"1510600874047","15","106","0087","4047","974755"
"1510602354545","15","106","0235","4545","128799"
"1510600933956","15","106","0093","3956","900317"
"1510600874028","15","106","0087","4028","431276"
"1510600873960","15","106","0087","3960","594049"
"1510600775026","15","106","0077","5026","587726"
"1510600803833","15","106","0080","3833","277599"
"151060079448A","15","106","0079","448A","823560"
"1510602354507","15","106","0235","4507","385287"
"1510600874009","15","106","0087","4009","395787"
"1510600754121","15","106","0075","4121","144729"
"1510602344494","15","106","0234","4494","1190157"
"1510602334441","15","106","0233","4441","980842"
"1510602334456","15","106","0233","4456","399324"
"1510602334422","15","106","0233","4422","408694"
"1510600904352","15","106","0090","4352","509332"
"1510600904333","15","106","0090","4333","644004"
"1510600754206","15","106","0075","4206","259458"
"1510602334403","15","106","0233","4403","155644"
"1510600754136","15","106","0075","4136","339193"
"1510602334418","15","106","0233","4418","1338388"
"1510600754140","15","106","0075","4140","197158"
"1510602334371","15","106","0233","4371","575599"
"1510600754155","15","106","0075","4155","190028"
"1510600754117","15","106","0075","4117","818397"
"1510600904348","15","106","0090","4348","1194383"
"1510600464846","15","106","0046","4846","650570"
"1510600803814","15","106","0080","3814","410433"
"1510600874013","15","106","0087","4013","936427"
"1510600754174","15","106","0075","4174","1044168"
